,text,sentiment
303,untuk budget hotel di gejayan ini ok dekat dengan ugm dan uny juga,positive
304,hotelnya bersih pelayanan baik gampang mau kemana mana,positive
305,pelayanan ramah hotel bersih dan sangat terjangkau,positive
306,bagus bersih nyaman pelayanan baik,positive
307,bagus bisa direkomendasi temen untuk liburan di jogja,positive
308,lokasi strategis dan nyaman pelayanan ok,positive
309,fasilitas oke mantap lah pelayanannya lokasi strategis di jalan besar,positive
310,proses check in yang cepat pelayanan ramah ruangan bersih san nyaman sarapan enak dan lengkap,positive
311,makanan enak pelayanan bagus terletak di tengah kota harga bersahabat akses kemana mana mudah,positive
312,hotelnya bersih nyaman pelayanan memuaskan,positive
313,bersih nyaman kemana mana deket staf nyaman valet nya juga responsif,positive
314,kamarnya bersih pelayanan ramah dan nyaman dan interiornya modern banget,positive
315,pelayanannya bagus pegawainya ramah ramah kamar hotelnya bersih dan cukup besar lokasinya juga strategis mau kemana mana dekat,positive
316,sudah sering menginap disini kemarin pesan kamar satu deluxe dikasih bonus deluxe semua memuaskan,positive
317,tempatnya cukup strategis nyaman aman dan bersih saya suka,positive
318,pilihan penginapan oke buat backpacker,positive
319,menyenangkan dan dekat hartono mall,positive
320,ramah bersih fasilitas sesuai strategis,positive
321,staf yang ramah serta dekat dengan pusat pendidikan,positive
322,kamarnya sih kecil tapi nyaman dan bersih ac dingin dan tenang makanannya juga enak dan murah,positive
323,perjalanan bisnis saya kali ini menyenangkan berkat istirahat yang nyaman di hotel ini selain itu saya dapat mengerjakan semua kerja saya di sky kafenya membuat pikiran tidak penat terimakasih,positive
324,enak nyaman pelayanan ramah kebersihan oke,positive
325,bagus dan ramah akses kuliner mudah,positive
326,jadi perfect dari resepsionis yang ramah dan sangat membantu proses check in cepat bednya bersih kamar mandi bersih harum tidak pengap memang tempat sampahnya cuma di kamar mandi tapi over semua sangat puas menginap disini tempatnya juga strategis akses kemana mana gampang pasti bakalan ke yellow star lagi deh kalau liburan ke jogja terima kasih yellow star,positive
327,interior kamar sangat bagus kamar bersih kamar lumayan luas sangat nyaman tidak gaduh roof topnya nyaman dan indah pemandangannya nanti bakal menginap disana lagi,positive
328,recommended kamar dan kamar mandi bersih,positive
329,hotelnya luas untuk ukuran harga segitu bagus bersih dan lumayan dekat kemana mana tidak bisa kasih komentar tentang makanannya karena tidak ambil yang ada sarapannya secara keseluruhan bagus,positive
330,tempatnya asyik kamar bagus secara keseluruhan mantap,positive
331,menyenangkan deket mana manaa pemandangannya indaah dan harga ramah di kantong,positive
332,recommended banget akses kemana mana itu gampang pemandangan nya bagus pelayanannya ramah kebersihannya top banget cuma saran saja kasih tong sampah soalnya tong sampah cuma ada di kamar mandi saja pokoknya ini hotel recommended bisa lah nanti ke jogja ke hotel ini lagi,positive
333,murah dan nyaman enak pokoknya,positive
334,hotel nyaman lokasi juga strategis pasti balik lagi kesini,positive
335,lokasi sangat nyaman dan kamar juga bersih dan menyenangkan,positive
336,menyenangkan liburan di jogja dan menginap disini,positive
337,kamarnya bagus walaupun dapatnya twin yang king pas habis,positive
338,fasilitas hotel memuaskan dengan harga terjangkau,positive
339,dari luar kelihatan ya sederhana pas check in dan masuk kamarnya kagum kamarnya nyaman bersih design kamar ok kamar mandi ok,positive
340,jadi far jadi bagus startegis meskipun kamarnya cukup kecil namun tetap nyaman harga yang ditawarkan juga sesuai,positive
341,nyaman sekali untuk betistirahat tempat strategis,positive
342,nyaman ditambahin swimming pool pasti lebih keren,positive
343,bersih untuk istirahat cukup nyaman,positive
344,hotelnya bersih posisinya strategis dekat kampus uny dan ugm dekat juga dengan kuliner,positive
345,recommended bersih dan kamar nyaman,positive
346,fasilitas maksimal kebetulan dapat harga murah dan dari nett harga,positive
347,semuanya terbaik dan sangat memuaskan dari segi manapun rekomendasi abis deh,positive
348,pelayananya oke tempatnya bersih juga pokoknya enak si buat stay,positive
349,bersih pelayanannya ramah harganya juga terjangkau terimakasih traveloka dan yellow star hotel,positive
350,luar biasa saya sangat puas menginap di yellow star,positive
351,hotel baru suka dekorasi kamar nya kasur nya empuk harga terjangkau dan lokasi nya strategis pelayan nya juga ramah ramah matur nuwun,positive
352,lokasinya tengah kota banyak tempat makan sekitarnya,positive
353,saya senang karena tipe kamar tidak terlalu luas bersih nyaman petugas hotelnya ramah,positive
354,kamarnya nyaman pelayanannya memuaskan,positive
355,lokasi strategis pelayanan ramah harga terjangkau,positive
356,hotel bagus minimalis dan design nya modern,positive
357,sangat cocok untuk urusan bisnis suasana tenang cocok untuk beristirahat,positive
358,kamarnya bersih sarapannya ok pelayanannya juga cepat bagus,positive
359,terima kasih dapat free upgrade deluxe kamar bersih makanan ok suasana bener bener nyaman cocok buat istirahat,positive
360,suka sekali sama hotel ini,positive
361,tempat bersih nyaman sarapan enak recommended,positive
362,crew hotel sangat bersahabat dan membantu dalam hal apa pun termasuk mencarikan keperluan kendaraan,positive
363,kamar nyaman dan bersih lokasi hotel strategis resepsionis ramah dan siap membantu saya akan datang kembali terima kasih,positive
364,hotel yang bagus bersih tidak terlalu jauh dari bandara wifi lancar shower kencang air panas dingin,positive
365,top abis pokoknya jangan sampai tidak mampir ya,positive
366,pelayanan yang baik dengan harga yang terjangkau,positive
367,kamarnya nyaman dan kamar mandinya bersih,positive
368,nyaman bersih recommended banget lah sudah kali menginap disini,positive
369,hotelnya recommended banget terimakasih,positive
370,pelayanannya memuaskan tempatnya bersih,positive
371,cukup nyaman dan recommended banget,positive
372,nyaman bersih pelayanannya baik sekali dan cepat tanggap,positive
373,tidak buruk suka kok sama suasana kamarnya bersih makanannya juga enak,positive
374,kamar yang nyaman lengkap bersih berada di pusat kota pelayanan yang ramah,positive
375,berkesan sekali hotel bagus kamar nyaman ac dingin dan bersih terima kasih yellow star terima kasih jogja,positive
376,tidak mengecewakan cukup nyaman,positive
377,bagus sangat puas dengan fasilitasnya,positive
378,hotel yang bersih dipinjemin hairdariyer juga secara keseluruhan puas selama stay di yellow star gejayan,positive
379,bagus tempatnya nyaman dan strategis,positive
380,staf dan resepsionis ramah recommended lain kali menginap disini lagi,positive
381,pelayanan ramah banget parkir ok kebersihan ok rekomended buat yang liburan di jogja deh,positive
382,menginap selama hari malam disini mendapatkan pelayanan yang memuaskan staf ramah dan cepat tanggap bagus,positive
383,nyaman pelayanan bagus bersih,positive
384,akses mudah dijangkau atau dicari,positive
385,hotelnya bersih nyaman lokasi strategis,positive
386,kamarnya nyaman bersih rapi pelayanan juga bagus pemandangan lantai sangat menawan bisa ditingkatkan lagi,positive
387,kamar yang nyaman dan bersih makanan yang disediakan enak,positive
388,bagus banget kamarnya bersih deket dengan candi prambanan dari bandara,positive
389,pengalaman menginap di yellow star sangat menyenangkan sedikit saran di kamar dikasih tempat sampah mungkin lebih bagus,positive
390,sesuai dengan penawaran nyaman bersih,positive
391,kamarnya nyaman bersih kamar mandinya juga nyaman suasana kayu kayunya bagus beda dari hotel hotel lain atap nya juga nyaman,positive
392,mantap hotel baru dan bersih lokasi strategis,positive
393,lokasi strategis kamar nyaman kesan sensual diperkuat dengan dinding kamar mandi dari kaca transparant yang bisa ditutup dengan tirai love,positive
394,pelayanan ramah kamar selalu bersih dan wangi recommended,positive
395,menyenangkan menginap disini pasti akan balik lagi kesini kalau ke jogja,positive
396,hotelnya bersih linennya wangi handuknya wangi ini jauh lebih baik dari hotel berharga sama lainnya oh ya mereka memiliki the sore di lantai bisa bengong liatin daerah gejayan sudah termasuk harga kamar loh senangnya,positive
397,cukup memuaskan mantap,positive
398,memuaskan murah tapi dapat fasilitas bagus,positive
399,bersih dan murah kamar kami di upgrade,positive
400,pelayannya ramah ramah bersih kamarnya nyaman buat istirahat,positive
401,hotel dengan konsep anak muda bener bener nyaman,positive
402,sangat memuaskan dan bersih nyaman,positive
403,hotel bersih dan cukup nyaman untuk tempat menginap di jogyakarta,positive
404,hotel nya nyaman bersih pelayanan bagus,positive
405,untuk fasilitas nya cukup memuaskan,positive
406,tempat bersih nyaman recommended sudah,positive
407,hotel nyaman recommended bangat dekat halte transjogja,positive
408,fasilitas oke pelayanan juga mantap,positive
409,bersih pelayanan dari parkirnya ok,positive
410,senang liburan keluarga kamarnya dapat yang besar jadi bawa anak kecil cukup lapang,positive
411,nyaman banget walaupun kamar minimalis tapi kasurnya membuat males membuat tidak ingin bangun sangkin nyamannya,positive
412,dapat kamar yang kecil mungkin karena harga promo yang murah ketawa tapi pelayanan dan kenyamanan tetap baik ini kunjungan yang ketiga dan sejauh ini selalu puas,positive
413,hotelnya nyaman dan recommended banget,positive
414,bersih pelayanan mantap strategis,positive
415,nyaman dan cukup bersih suasana tenang,positive
416,nyaman bersih dekat dengan ugm,positive
417,cukup nyaman menginap di yellow hotel,positive
418,kamar sangat nyaman buat istirahat,positive
419,hotel keren buat yang mau irit budget,positive
420,fasilitas sesuai harga akan menginap disini lagi tentunya,positive
421,jadi far jadi bagus pelayanan baik dan memuaskan,positive
422,nyaman banget style nya juga kekinian,positive
423,lokasi pas dan kualitas baik dan oke,positive
424,memuaskan dan menyenangkan pemandangan cukup bagus,positive
425,semuanya menyenangkan dan memuaskan,positive
426,sangat recommended hotel family lokasinya dekat dengan pusat keramaian dan mudah mencari makanan pelayanan sangat memuaskan dan sangat bersih,positive
427,bagus nyaman staf ramah lokasi strategis kamar sangat nyaman dan bersih bisa lebih ditingkatkan lagi,positive
428,bagus bersih tempat gampang dijangkau,positive
429,makanannya enak respon staf sangat baik,positive
430,ya kali ini bagus la pelayanannya,positive
431,memuaskan terima kasih banyak atas pelayanan nya,positive
432,staf ramah kamar bersih proses check in dan check out cepat sehingga tamu tidak menunggu terlalu lama tamu mendapat evening coffee dan tea di atapnya yang cocok untuk menghabiskan waktu sore,positive
433,lokasi berada di tempat yang bagus dari bandara juga tidak terlalu jauh,positive
434,hotelnya kecil tapi nyaman bersih,positive
435,lokasi hotel nya strategis kamar nya bersih recommended untuk menginap disini,positive
436,nyaman dan menyenangkan bersih asyik buat menginap liburan keluarga,positive
437,pelayanannyaa cepat dan baik,positive
438,salah satu hotel favorit di jogja,positive
439,lumayan sih mungkin transportasi lebih ditingkatkan lagi,positive
440,kamar bersih pelayanan baik cepat pertama masuk kamar ac tidak bisa dihidupkan lalu dengan cepat diperbaiki,positive
441,staf sangat ramah hotel bersih,positive
442,nyaman bersih harga juga bersahabat kalo ke jogja lagi sudah pasti menginap di yellow star lagi edisi liburan,positive
443,menginap di hotel ini nyaman staf nya ramah deket ke tempat tempat makanan,positive
444,fasilitas oke bersih tempat instagramable atas ada lounge,positive
445,dekat masjid tempat makan bersih,positive
446,pelayanan hotel cukup baik sesuai dengan harga,positive
447,pelayanannya ramah kamarnya bersih,positive
448,bersih pelayan ramah deket ke mana mana,positive
449,secara keseluruhan baik lokasi strategis harga relatif murah,positive
450,sangat nyaman dan lokasi cukup strategis,positive
451,pelayanan security kurang perhatian terhadap tamu,positive
452,sangat memuaskan dan harga terjangkau,positive
453,bersih dekat kemana mana ramah,positive
454,bagus nyaman bersih dan ada atap untuk bersantai,positive
455,nyaman dan aman terima kasih yellow star,positive
456,sangat setimpal dan pelayanan memuaskan,positive
457,bagus pelayanan lokasi strategis nyaman bersih perlu ditambah tempat parkir,positive
458,nyaman ramah bersih rapi dan aman,positive
459,nyaman bersih mungkin perlu ditambah untuk smoking room,positive
460,kamar sesuai dengan yang di foto dekat dengan bandara,positive
461,memuaskan dan menyenangkan mantap,positive
462,kamar bersih pelayananan juga ramah secara keseluruhan bagus semua,positive
463,hotel keren dan nyaman serta pelayanan yang baik,positive
464,dapat tarif murah banget untuk,positive
465,lokasi strategis staf ramah kamar bersih,positive
466,sangat nyaman dekat ke kampus ugm,positive
467,sudah bagus memuaskan dan nyaman,positive
468,secara keseluruhan bagus hotel yang sangat nyaman dengan harga yang affo,positive
469,tempat strategis bersih nyaman pelayanan ramah,positive
470,bersih nyaman lokasi baik dekat ugm,positive
471,murah namun bersih rapi dan bagus,positive
